Title,Raw_Price,Raw_Area,Raw_BHK,Locality,lat,lon
Premium 1 BHK in Downtown Core,"₹ 3,877,275 /- Only",753 Sq-Ft,1 BHK,Downtown Core,12.973866077958446,77.59929176140706
Premium 2 BHK in Downtown Core,"₹ 7,641,081 /- Only",1539 Sq-Ft,2 BHK,Downtown Core,12.982337942625078,77.58801827095537
Premium 4 BHK in Silicon Suburbs,"₹ 7,866,598 /- Only",2270 Sq-Ft,4 BHK,Silicon Suburbs,12.925954645716056,77.62339857132618
Premium 2 BHK in Silicon Suburbs,"₹ 4,047,226 /- Only",1145 Sq-Ft,2 BHK,Silicon Suburbs,12.926874445986241,77.63349670107259
Premium 2 BHK in Silicon Suburbs,"₹ 4,669,071 /- Only",1350 Sq-Ft,2 BHK,Silicon Suburbs,12.931462804693224,77.618957162958
Premium 3 BHK in Silicon Suburbs,"₹ 6,437,636 /- Only",1874 Sq-Ft,3 BHK,Silicon Suburbs,12.927732297393655,77.62100030320394
Premium 2 BHK in Riverside Estates,"₹ 4,649,646 /- Only",1339 Sq-Ft,2 BHK,Riverside Estates,13.036807038124703,77.54345650315048
Premium 2 BHK in Silicon Suburbs,"₹ 4,758,147 /- Only",1447 Sq-Ft,2 BHK,Silicon Suburbs,12.917992919541938,77.6281679689454
Premium 2 BHK in Greenwood Valley,"₹ 4,691,992 /- Only",1416 Sq-Ft,2 BHK,Greenwood Valley,12.97261227581454,77.74101848149623
Premium 2 BHK in Riverside Estates,"₹ 4,392,740 /- Only",1231 Sq-Ft,2 BHK,Riverside Estates,13.039355352659504,77.5433277599042
Premium 2 BHK in Downtown Core,"₹ 6,789,232 /- Only",1359 Sq-Ft,2 BHK,Downtown Core,12.978561900970162,77.59774115628979
Premium 3 BHK in Silicon Suburbs,"₹ 5,870,400 /- Only",1616 Sq-Ft,3 BHK,Silicon Suburbs,12.922701699063838,77.62627815627152
Premium 2 BHK in Silicon Suburbs,"₹ 4,400,867 /- Only",1299 Sq-Ft,2 BHK,Silicon Suburbs,12.92722898026945,77.6310131009125
Premium 2 BHK in Downtown Core,"₹ 6,004,326 /- Only",1184 Sq-Ft,2 BHK,Downtown Core,12.979834941082055,77.60643027408305
Premium 4 BHK in Greenwood Valley,"₹ 8,373,461 /- Only",2468 Sq-Ft,4 BHK,Greenwood Valley,12.992668708992456,77.75642029861824
Premium 2 BHK in Downtown Core,"₹ 6,766,306 /- Only",1312 Sq-Ft,2 BHK,Downtown Core,12.971769813532996,77.59049151592599
Premium 1 BHK in Riverside Estates,"₹ 2,230,817 /- Only",618 Sq-Ft,1 BHK,Riverside Estates,13.01664984338476,77.53837549229992
Premium 2 BHK in Downtown Core,"₹ 5,837,741 /- Only",1121 Sq-Ft,2 BHK,Downtown Core,12.963386705729462,77.60357098548545
Premium 1 BHK in Riverside Estates,"₹ 1,955,807 /- Only",573 Sq-Ft,1 BHK,Riverside Estates,13.02154790247641,77.54209224145409
Premium 4 BHK in Greenwood Valley,"₹ 9,908,488 /- Only",2967 Sq-Ft,4 BHK,Greenwood Valley,12.97969599377054,77.74647097028719
Premium 4 BHK in Downtown Core,"₹ 13,774,045 /- Only",2727 Sq-Ft,4 BHK,Downtown Core,12.980537510137486,77.59527626332876
Premium 1 BHK in Silicon Suburbs,"₹ 2,055,302 /- Only",578 Sq-Ft,1 BHK,Silicon Suburbs,12.935106639184854,77.62927141690034
Premium 1 BHK in Downtown Core,"₹ 3,078,572 /- Only",607 Sq-Ft,1 BHK,Downtown Core,12.964666802715767,77.60068201829804
Premium 2 BHK in Riverside Estates,"₹ 4,117,603 /- Only",1167 Sq-Ft,2 BHK,Riverside Estates,13.01888630637047,77.53837142087272
Premium 1 BHK in Downtown Core,"₹ 3,775,223 /- Only",735 Sq-Ft,1 BHK,Downtown Core,12.962206051992444,77.59544822544136
Premium 2 BHK in Downtown Core,"₹ 6,249,849 /- Only",1178 Sq-Ft,2 BHK,Downtown Core,12.966528502836931,77.58630737491558
Premium 2 BHK in Silicon Suburbs,"₹ 4,842,140 /- Only",1468 Sq-Ft,2 BHK,Silicon Suburbs,12.93868599231664,77.61789918640488
Premium 3 BHK in Riverside Estates,"₹ 7,471,185 /- Only",2253 Sq-Ft,3 BHK,Riverside Estates,13.03423755593031,77.54155380453037
Premium 3 BHK in Silicon Suburbs,"₹ 6,359,167 /- Only",1884 Sq-Ft,3 BHK,Silicon Suburbs,12.937228838257491,77.62015900427694
Premium 4 BHK in Riverside Estates,"₹ 8,897,155 /- Only",2613 Sq-Ft,4 BHK,Riverside Estates,13.019853994918352,77.53038068789304
Premium 2 BHK in Riverside Estates,"₹ 4,323,244 /- Only",1274 Sq-Ft,2 BHK,Riverside Estates,13.036436240943926,77.55163877850954
Premium 4 BHK in Greenwood Valley,"₹ 8,595,053 /- Only",2506 Sq-Ft,4 BHK,Greenwood Valley,12.969962959884782,77.75139376167283
Premium 3 BHK in Downtown Core,"₹ 9,978,066 /- Only",1978 Sq-Ft,3 BHK,Downtown Core,12.959936896724052,77.59388638381388
Premium 2 BHK in Downtown Core,"₹ 7,137,418 /- Only",1383 Sq-Ft,2 BHK,Downtown Core,12.976003553913982,77.58634416625101
Premium 1 BHK in Silicon Suburbs,"₹ 2,132,993 /- Only",646 Sq-Ft,1 BHK,Silicon Suburbs,12.932135749353078,77.63902595296058
Premium 4 BHK in Riverside Estates,"₹ 9,879,534 /- Only",2969 Sq-Ft,4 BHK,Riverside Estates,13.0401164706033,77.53809916032243
Premium 4 BHK in Downtown Core,"₹ 12,412,931 /- Only",2420 Sq-Ft,4 BHK,Downtown Core,12.966132682794505,77.59146994918711
Premium 4 BHK in Downtown Core,"₹ 12,015,564 /- Only",2317 Sq-Ft,4 BHK,Downtown Core,12.961345558925776,77.59047718769176
Premium 3 BHK in Silicon Suburbs,"₹ 7,451,642 /- Only",2237 Sq-Ft,3 BHK,Silicon Suburbs,12.924481211362274,77.62576926032162
Premium 1 BHK in Downtown Core,"₹ 3,130,347 /- Only",584 Sq-Ft,1 BHK,Downtown Core,12.969850665779854,77.60418145711843
Premium 1 BHK in Riverside Estates,"₹ 2,431,157 /- Only",681 Sq-Ft,1 BHK,Riverside Estates,13.02219201871672,77.54503747714789
Premium 4 BHK in Downtown Core,"₹ 12,385,133 /- Only",2399 Sq-Ft,4 BHK,Downtown Core,12.963777612547663,77.59248317341682
Premium 4 BHK in Silicon Suburbs,"₹ 9,376,432 /- Only",2776 Sq-Ft,4 BHK,Silicon Suburbs,12.920562837855881,77.63630412090217
Premium 3 BHK in Greenwood Valley,"₹ 7,047,639 /- Only",2113 Sq-Ft,3 BHK,Greenwood Valley,12.975298494025804,77.76159591336015
Premium 1 BHK in Riverside Estates,"₹ 2,266,364 /- Only",701 Sq-Ft,1 BHK,Riverside Estates,13.022168396815529,77.53942678112381
Premium 2 BHK in Silicon Suburbs,"₹ 4,265,735 /- Only",1283 Sq-Ft,2 BHK,Silicon Suburbs,12.924799688080173,77.61894679664898
Premium 1 BHK in Greenwood Valley,"₹ 1,874,724 /- Only",553 Sq-Ft,1 BHK,Greenwood Valley,12.978687000048096,77.7521423245834
Premium 1 BHK in Riverside Estates,"₹ 2,254,041 /- Only",679 Sq-Ft,1 BHK,Riverside Estates,13.035169262539293,77.54312110678326
Premium 1 BHK in Greenwood Valley,"₹ 2,193,820 /- Only",613 Sq-Ft,1 BHK,Greenwood Valley,12.97831597780932,77.75438245417688
Premium 2 BHK in Downtown Core,"₹ 6,259,039 /- Only",1195 Sq-Ft,2 BHK,Downtown Core,12.967884286278135,77.59914002474117
Premium 2 BHK in Downtown Core,"₹ 7,269,395 /- Only",1452 Sq-Ft,2 BHK,Downtown Core,12.97905447815537,77.59635194898448
Premium 2 BHK in Downtown Core,"₹ 6,410,978 /- Only",1252 Sq-Ft,2 BHK,Downtown Core,12.967013710253614,77.594537903151
Premium 1 BHK in Riverside Estates,"₹ 2,393,626 /- Only",700 Sq-Ft,1 BHK,Riverside Estates,13.038433962295015,77.54113321988854
Premium 2 BHK in Riverside Estates,"₹ 4,664,664 /- Only",1334 Sq-Ft,2 BHK,Riverside Estates,13.021720691681915,77.53766454127283
Premium 2 BHK in Silicon Suburbs,"₹ 4,493,844 /- Only",1268 Sq-Ft,2 BHK,Silicon Suburbs,12.930008249602901,77.63188390728591
Premium 1 BHK in Greenwood Valley,"₹ 2,179,326 /- Only",648 Sq-Ft,1 BHK,Greenwood Valley,12.980436723974993,77.74267472729791
Premium 4 BHK in Riverside Estates,"₹ 8,553,748 /- Only",2431 Sq-Ft,4 BHK,Riverside Estates,13.024035238804926,77.54734882861572
Premium 1 BHK in Riverside Estates,"₹ 2,225,076 /- Only",700 Sq-Ft,1 BHK,Riverside Estates,13.039915173086124,77.54793688347097
Premium 4 BHK in Silicon Suburbs,"₹ 8,987,684 /- Only",2656 Sq-Ft,4 BHK,Silicon Suburbs,12.93719096333276,77.61864570443932
Premium 3 BHK in Riverside Estates,"₹ 7,163,838 /- Only",2077 Sq-Ft,3 BHK,Riverside Estates,13.033533296460343,77.54772259476906
Premium 1 BHK in Greenwood Valley,"₹ 2,312,175 /- Only",666 Sq-Ft,1 BHK,Greenwood Valley,12.988410990197163,77.74776954942946
Premium 2 BHK in Downtown Core,"₹ 6,558,607 /- Only",1301 Sq-Ft,2 BHK,Downtown Core,12.978973560222112,77.60228254177213
Premium 2 BHK in Riverside Estates,"₹ 4,357,962 /- Only",1323 Sq-Ft,2 BHK,Riverside Estates,13.024993477413012,77.53207145235791
Premium 2 BHK in Downtown Core,"₹ 6,818,645 /- Only",1365 Sq-Ft,2 BHK,Downtown Core,12.97661475314585,77.58833723874868
Premium 1 BHK in Downtown Core,"₹ 3,817,431 /- Only",757 Sq-Ft,1 BHK,Downtown Core,12.971752201898687,77.59452820694986
Premium 4 BHK in Riverside Estates,"₹ 8,708,246 /- Only",2509 Sq-Ft,4 BHK,Riverside Estates,13.01651450899747,77.54036808145105
Premium 2 BHK in Silicon Suburbs,"₹ 4,974,199 /- Only",1470 Sq-Ft,2 BHK,Silicon Suburbs,12.925770275550299,77.61853832848345
Premium 1 BHK in Downtown Core,"₹ 3,497,062 /- Only",716 Sq-Ft,1 BHK,Downtown Core,12.959679929291728,77.60345731198947
Premium 4 BHK in Riverside Estates,"₹ 9,071,051 /- Only",2679 Sq-Ft,4 BHK,Riverside Estates,13.035622997933576,77.5363697401724
Premium 1 BHK in Silicon Suburbs,"₹ 2,077,078 /- Only",596 Sq-Ft,1 BHK,Silicon Suburbs,12.935320825123187,77.63287024903205
Premium 4 BHK in Downtown Core,"₹ 14,665,928 /- Only",2887 Sq-Ft,4 BHK,Downtown Core,12.961092897043534,77.5987857951693
Premium 2 BHK in Riverside Estates,"₹ 3,931,258 /- Only",1070 Sq-Ft,2 BHK,Riverside Estates,13.039557185937003,77.54876810566269
Premium 4 BHK in Silicon Suburbs,"₹ 9,216,056 /- Only",2741 Sq-Ft,4 BHK,Silicon Suburbs,12.917511592537013,77.62605234541297
Premium 1 BHK in Greenwood Valley,"₹ 2,172,658 /- Only",611 Sq-Ft,1 BHK,Greenwood Valley,12.990395691469136,77.73940206654387
Premium 2 BHK in Greenwood Valley,"₹ 4,007,005 /- Only",1185 Sq-Ft,2 BHK,Greenwood Valley,12.972961472700115,77.74343846650933
Premium 3 BHK in Downtown Core,"₹ 8,797,040 /- Only",1700 Sq-Ft,3 BHK,Downtown Core,12.974014764680227,77.60440778811213
Premium 4 BHK in Silicon Suburbs,"₹ 8,756,896 /- Only",2598 Sq-Ft,4 BHK,Silicon Suburbs,12.917181657861562,77.62744734760852
Premium 1 BHK in Riverside Estates,"₹ 2,298,111 /- Only",635 Sq-Ft,1 BHK,Riverside Estates,13.029107963609246,77.53245477849111
Premium 4 BHK in Silicon Suburbs,"₹ 9,282,424 /- Only",2759 Sq-Ft,4 BHK,Silicon Suburbs,12.927916513899262,77.63814034496298
Premium 2 BHK in Silicon Suburbs,"₹ 3,753,108 /- Only",1085 Sq-Ft,2 BHK,Silicon Suburbs,12.93487401078603,77.62857934876185
Premium 3 BHK in Downtown Core,"₹ 10,291,556 /- Only",2011 Sq-Ft,3 BHK,Downtown Core,12.977244112657068,77.58384712265614
Premium 2 BHK in Silicon Suburbs,"₹ 4,564,250 /- Only",1319 Sq-Ft,2 BHK,Silicon Suburbs,12.933065989228224,77.62212902703749
Premium 4 BHK in Greenwood Valley,"₹ 9,442,391 /- Only",2791 Sq-Ft,4 BHK,Greenwood Valley,12.970009797497456,77.75632772901041
Premium 1 BHK in Greenwood Valley,"₹ 2,211,742 /- Only",598 Sq-Ft,1 BHK,Greenwood Valley,12.976806125596394,77.74234673881867
Premium 4 BHK in Riverside Estates,"₹ 9,231,065 /- Only",2755 Sq-Ft,4 BHK,Riverside Estates,13.021958071693854,77.53620517105485
Premium 4 BHK in Silicon Suburbs,"₹ 9,888,632 /- Only",2911 Sq-Ft,4 BHK,Silicon Suburbs,12.923211366161079,77.62274003113315
Premium 3 BHK in Silicon Suburbs,"₹ 7,380,581 /- Only",2259 Sq-Ft,3 BHK,Silicon Suburbs,12.920613257776013,77.62370825777201
Premium 3 BHK in Downtown Core,"₹ 10,426,083 /- Only",2070 Sq-Ft,3 BHK,Downtown Core,12.978207330019556,77.58641141535401
Premium 4 BHK in Riverside Estates,"₹ 9,255,506 /- Only",2742 Sq-Ft,4 BHK,Riverside Estates,13.037546080696357,77.54380574166103
Premium 2 BHK in Silicon Suburbs,"₹ 4,537,986 /- Only",1349 Sq-Ft,2 BHK,Silicon Suburbs,12.922602186319352,77.62466285105204
Premium 2 BHK in Silicon Suburbs,"₹ 3,810,906 /- Only",1090 Sq-Ft,2 BHK,Silicon Suburbs,12.9247685481733,77.6227205478697
Premium 4 BHK in Riverside Estates,"₹ 9,338,298 /- Only",2711 Sq-Ft,4 BHK,Riverside Estates,13.039366761400819,77.53132800271678
Premium 4 BHK in Silicon Suburbs,"₹ 8,361,171 /- Only",2366 Sq-Ft,4 BHK,Silicon Suburbs,12.934307258308653,77.63355949311271
Premium 2 BHK in Riverside Estates,"₹ 4,164,135 /- Only",1233 Sq-Ft,2 BHK,Riverside Estates,13.040170318423863,77.55155312801392
Premium 3 BHK in Greenwood Valley,"₹ 5,766,290 /- Only",1652 Sq-Ft,3 BHK,Greenwood Valley,12.977591234656641,77.75684751306422
Premium 3 BHK in Silicon Suburbs,"₹ 6,331,447 /- Only",1839 Sq-Ft,3 BHK,Silicon Suburbs,12.917075194991293,77.63172814265499
Premium 4 BHK in Riverside Estates,"₹ 9,228,853 /- Only",2760 Sq-Ft,4 BHK,Riverside Estates,13.036484289435721,77.52983571774556
Premium 4 BHK in Greenwood Valley,"₹ 9,454,822 /- Only",2820 Sq-Ft,4 BHK,Greenwood Valley,12.9852780022914,77.74179788743434
Premium 3 BHK in Riverside Estates,"₹ 6,395,133 /- Only",1820 Sq-Ft,3 BHK,Riverside Estates,13.033711223443856,77.5529552607722
Premium 1 BHK in Silicon Suburbs,"₹ 2,384,738 /- Only",697 Sq-Ft,1 BHK,Silicon Suburbs,12.917978730516545,77.62649853479834
Premium 1 BHK in Silicon Suburbs,"₹ 2,046,477 /- Only",565 Sq-Ft,1 BHK,Silicon Suburbs,12.939769921049027,77.61746155630104
Premium 4 BHK in Silicon Suburbs,"₹ 9,032,542 /- Only",2665 Sq-Ft,4 BHK,Silicon Suburbs,12.919555774588176,77.61663891675425
Premium 2 BHK in Silicon Suburbs,"₹ 4,874,070 /- Only",1427 Sq-Ft,2 BHK,Silicon Suburbs,12.917146616978023,77.61764926828256
Premium 3 BHK in Downtown Core,"₹ 8,734,829 /- Only",1671 Sq-Ft,3 BHK,Downtown Core,12.976228286360078,77.59327906130858
Premium 4 BHK in Greenwood Valley,"₹ 9,974,218 /- Only",2979 Sq-Ft,4 BHK,Greenwood Valley,12.98089279980004,77.75252891470076
Premium 3 BHK in Silicon Suburbs,"₹ 5,976,014 /- Only",1735 Sq-Ft,3 BHK,Silicon Suburbs,12.93667091755219,77.63775754742231
Premium 1 BHK in Downtown Core,"₹ 3,022,092 /- Only",558 Sq-Ft,1 BHK,Downtown Core,12.980174050313853,77.58634255440377
Premium 4 BHK in Silicon Suburbs,"₹ 8,968,505 /- Only",2653 Sq-Ft,4 BHK,Silicon Suburbs,12.927117516730451,77.62466153409837
Premium 3 BHK in Silicon Suburbs,"₹ 6,173,718 /- Only",1814 Sq-Ft,3 BHK,Silicon Suburbs,12.922605039257855,77.61957094769622
Premium 1 BHK in Downtown Core,"₹ 3,549,792 /- Only",673 Sq-Ft,1 BHK,Downtown Core,12.965914122074311,77.59486245295513
Premium 2 BHK in Downtown Core,"₹ 7,385,351 /- Only",1433 Sq-Ft,2 BHK,Downtown Core,12.974240612000212,77.58842646816285
Premium 4 BHK in Riverside Estates,"₹ 9,600,689 /- Only",2838 Sq-Ft,4 BHK,Riverside Estates,13.035688198030284,77.53680418409348
Premium 4 BHK in Downtown Core,"₹ 14,714,538 /- Only",2902 Sq-Ft,4 BHK,Downtown Core,12.980300221623226,77.59983863908047
Premium 2 BHK in Riverside Estates,"₹ 3,889,079 /- Only",1089 Sq-Ft,2 BHK,Riverside Estates,13.017046899121759,77.54137495346853
Premium 1 BHK in Downtown Core,"₹ 2,790,965 /- Only",549 Sq-Ft,1 BHK,Downtown Core,12.963905941027816,77.58608530634497
Premium 2 BHK in Downtown Core,"₹ 7,185,106 /- Only",1429 Sq-Ft,2 BHK,Downtown Core,12.983504380632633,77.58482698691957
Premium 4 BHK in Riverside Estates,"₹ 8,844,076 /- Only",2575 Sq-Ft,4 BHK,Riverside Estates,13.017629937385198,77.53231856121519
Premium 4 BHK in Silicon Suburbs,"₹ 8,111,839 /- Only",2323 Sq-Ft,4 BHK,Silicon Suburbs,12.937714995599075,77.63068856452368
Premium 4 BHK in Riverside Estates,"₹ 9,261,213 /- Only",2701 Sq-Ft,4 BHK,Riverside Estates,13.033308474154737,77.54073902784545
Premium 4 BHK in Downtown Core,"₹ 13,874,457 /- Only",2708 Sq-Ft,4 BHK,Downtown Core,12.964864584286957,77.60570104534675
Premium 1 BHK in Downtown Core,"₹ 3,774,977 /- Only",722 Sq-Ft,1 BHK,Downtown Core,12.971933800157466,77.58739515263714
Premium 2 BHK in Silicon Suburbs,"₹ 3,975,729 /- Only",1181 Sq-Ft,2 BHK,Silicon Suburbs,12.939570284298215,77.61836311107912
Premium 2 BHK in Riverside Estates,"₹ 4,418,105 /- Only",1300 Sq-Ft,2 BHK,Riverside Estates,13.02213844721671,77.54055039693438
Premium 2 BHK in Greenwood Valley,"₹ 4,060,980 /- Only",1180 Sq-Ft,2 BHK,Greenwood Valley,12.973397161920897,77.74430105198756
Premium 1 BHK in Silicon Suburbs,"₹ 1,824,717 /- Only",552 Sq-Ft,1 BHK,Silicon Suburbs,12.923137907446577,77.63825017977753
Premium 1 BHK in Downtown Core,"₹ 3,410,202 /- Only",644 Sq-Ft,1 BHK,Downtown Core,12.965383199176557,77.5926908685467
Premium 3 BHK in Riverside Estates,"₹ 6,603,155 /- Only",1943 Sq-Ft,3 BHK,Riverside Estates,13.024738157178488,77.53261727749815
Premium 1 BHK in Silicon Suburbs,"₹ 2,410,097 /- Only",670 Sq-Ft,1 BHK,Silicon Suburbs,12.91673158499753,77.62462359011701
Premium 2 BHK in Riverside Estates,"₹ 4,306,320 /- Only",1281 Sq-Ft,2 BHK,Riverside Estates,13.018397006439159,77.54056407954204
Premium 4 BHK in Silicon Suburbs,"₹ 9,709,935 /- Only",2845 Sq-Ft,4 BHK,Silicon Suburbs,12.923123390916347,77.62321305776038
Premium 1 BHK in Silicon Suburbs,"₹ 2,522,498 /- Only",743 Sq-Ft,1 BHK,Silicon Suburbs,12.929629297903427,77.62546980060115
Premium 3 BHK in Riverside Estates,"₹ 6,570,625 /- Only",1949 Sq-Ft,3 BHK,Riverside Estates,13.021633406499912,77.54070320759268
Premium 2 BHK in Downtown Core,"₹ 6,479,302 /- Only",1293 Sq-Ft,2 BHK,Downtown Core,12.969265246479035,77.60040902087667
Premium 1 BHK in Silicon Suburbs,"₹ 2,207,998 /- Only",650 Sq-Ft,1 BHK,Silicon Suburbs,12.923869773501202,77.62852869461118
Premium 3 BHK in Downtown Core,"₹ 9,387,896 /- Only",1831 Sq-Ft,3 BHK,Downtown Core,12.981610560843691,77.60054420849814
Premium 3 BHK in Silicon Suburbs,"₹ 6,474,326 /- Only",1854 Sq-Ft,3 BHK,Silicon Suburbs,12.923839739822073,77.63301931884344
Premium 1 BHK in Downtown Core,"₹ 2,713,657 /- Only",521 Sq-Ft,1 BHK,Downtown Core,12.962526108180473,77.59390740850245
Premium 3 BHK in Greenwood Valley,"₹ 6,089,742 /- Only",1693 Sq-Ft,3 BHK,Greenwood Valley,12.989044022318705,77.75839613188116
Premium 3 BHK in Greenwood Valley,"₹ 6,241,857 /- Only",1752 Sq-Ft,3 BHK,Greenwood Valley,12.976902250581752,77.74931034186419
Premium 2 BHK in Downtown Core,"₹ 6,581,315 /- Only",1287 Sq-Ft,2 BHK,Downtown Core,12.961288191293981,77.59844183038753
Premium 2 BHK in Riverside Estates,"₹ 4,092,003 /- Only",1160 Sq-Ft,2 BHK,Riverside Estates,13.032163145844427,77.53821703068407
Premium 1 BHK in Silicon Suburbs,"₹ 2,448,467 /- Only",731 Sq-Ft,1 BHK,Silicon Suburbs,12.929061356970848,77.61979405084638
Premium 3 BHK in Riverside Estates,"₹ 7,223,227 /- Only",2196 Sq-Ft,3 BHK,Riverside Estates,13.021749931700901,77.54026628857024
Premium 3 BHK in Greenwood Valley,"₹ 7,246,408 /- Only",2143 Sq-Ft,3 BHK,Greenwood Valley,12.982935548518002,77.74419026934412
Premium 2 BHK in Greenwood Valley,"₹ 4,329,460 /- Only",1300 Sq-Ft,2 BHK,Greenwood Valley,12.986309639404189,77.74085785335554
Premium 2 BHK in Riverside Estates,"₹ 4,836,612 /- Only",1399 Sq-Ft,2 BHK,Riverside Estates,13.017535755075338,77.54473781660904
Premium 1 BHK in Riverside Estates,"₹ 2,305,977 /- Only",681 Sq-Ft,1 BHK,Riverside Estates,13.034813074888715,77.55352686306107
Premium 4 BHK in Greenwood Valley,"₹ 8,407,062 /- Only",2472 Sq-Ft,4 BHK,Greenwood Valley,12.970910603936998,77.74779886556044
Premium 1 BHK in Silicon Suburbs,"₹ 2,084,220 /- Only",561 Sq-Ft,1 BHK,Silicon Suburbs,12.922167141041735,77.63139972494356
Premium 4 BHK in Downtown Core,"₹ 14,152,207 /- Only",2789 Sq-Ft,4 BHK,Downtown Core,12.971571765468648,77.6041644439536
Premium 4 BHK in Silicon Suburbs,"₹ 10,039,465 /- Only",3040 Sq-Ft,4 BHK,Silicon Suburbs,12.93170221906445,77.62806329503395
Premium 1 BHK in Riverside Estates,"₹ 2,056,736 /- Only",551 Sq-Ft,1 BHK,Riverside Estates,13.022060168581293,77.53619351968365
Premium 2 BHK in Silicon Suburbs,"₹ 4,548,482 /- Only",1369 Sq-Ft,2 BHK,Silicon Suburbs,12.927054399805407,77.63324810552263
Premium 4 BHK in Downtown Core,"₹ 13,611,024 /- Only",2690 Sq-Ft,4 BHK,Downtown Core,12.973464663798788,77.58997993424819
Premium 3 BHK in Downtown Core,"₹ 10,382,934 /- Only",2032 Sq-Ft,3 BHK,Downtown Core,12.961857590776862,77.58837074898513
Premium 4 BHK in Silicon Suburbs,"₹ 9,449,671 /- Only",2762 Sq-Ft,4 BHK,Silicon Suburbs,12.923714725691479,77.62459694486618
Premium 3 BHK in Riverside Estates,"₹ 6,226,014 /- Only",1749 Sq-Ft,3 BHK,Riverside Estates,13.032976317968469,77.53325067322389
Premium 1 BHK in Riverside Estates,"₹ 2,360,835 /- Only",691 Sq-Ft,1 BHK,Riverside Estates,13.02525348517576,77.54727978974384
Premium 1 BHK in Riverside Estates,"₹ 2,207,599 /- Only",601 Sq-Ft,1 BHK,Riverside Estates,13.03758090815058,77.53651398938977
Premium 3 BHK in Riverside Estates,"₹ 5,928,233 /- Only",1708 Sq-Ft,3 BHK,Riverside Estates,13.029919608861723,77.53387908222456
Premium 1 BHK in Downtown Core,"₹ 3,577,173 /- Only",676 Sq-Ft,1 BHK,Downtown Core,12.980068213512538,77.58375641914833
Premium 3 BHK in Downtown Core,"₹ 9,992,916 /- Only",1965 Sq-Ft,3 BHK,Downtown Core,12.98174296499882,77.59917624380469
Premium 2 BHK in Downtown Core,"₹ 7,148,723 /- Only",1391 Sq-Ft,2 BHK,Downtown Core,12.97112248115626,77.60385161844714
Premium 4 BHK in Greenwood Valley,"₹ 9,550,008 /- Only",2803 Sq-Ft,4 BHK,Greenwood Valley,12.988345990276839,77.7465067839089
Premium 4 BHK in Riverside Estates,"₹ 9,509,146 /- Only",2839 Sq-Ft,4 BHK,Riverside Estates,13.019815602280557,77.54052267837463
Premium 2 BHK in Downtown Core,"₹ 6,590,783 /- Only",1289 Sq-Ft,2 BHK,Downtown Core,12.978028484750876,77.58527792546916
Premium 4 BHK in Greenwood Valley,"₹ 8,803,117 /- Only",2592 Sq-Ft,4 BHK,Greenwood Valley,12.986962921218995,77.75797410558653
Premium 3 BHK in Downtown Core,"₹ 9,449,156 /- Only",1864 Sq-Ft,3 BHK,Downtown Core,12.972691853376823,77.60218361334898
Premium 2 BHK in Silicon Suburbs,"₹ 4,631,511 /- Only",1397 Sq-Ft,2 BHK,Silicon Suburbs,12.916726344680669,77.6300427131255
Premium 2 BHK in Riverside Estates,"₹ 4,097,482 /- Only",1161 Sq-Ft,2 BHK,Riverside Estates,13.016579002495705,77.54102429478884
Premium 4 BHK in Silicon Suburbs,"₹ 9,165,845 /- Only",2672 Sq-Ft,4 BHK,Silicon Suburbs,12.91806599629033,77.63710691737712
Premium 1 BHK in Silicon Suburbs,"₹ 2,225,984 /- Only",700 Sq-Ft,1 BHK,Silicon Suburbs,12.936113216092066,77.62756814647288
Premium 3 BHK in Greenwood Valley,"₹ 6,632,611 /- Only",1910 Sq-Ft,3 BHK,Greenwood Valley,12.987229776023062,77.74973677106375
Premium 4 BHK in Greenwood Valley,"₹ 8,671,464 /- Only",2573 Sq-Ft,4 BHK,Greenwood Valley,12.991955597266283,77.74747887885212
Premium 3 BHK in Downtown Core,"₹ 9,922,499 /- Only",1907 Sq-Ft,3 BHK,Downtown Core,12.977170795128973,77.59258245975592
Premium 1 BHK in Silicon Suburbs,"₹ 2,302,353 /- Only",634 Sq-Ft,1 BHK,Silicon Suburbs,12.92586946668147,77.62001876473944
Premium 2 BHK in Riverside Estates,"₹ 4,357,440 /- Only",1258 Sq-Ft,2 BHK,Riverside Estates,13.039290997638167,77.5474365581827
Premium 4 BHK in Downtown Core,"₹ 13,233,176 /- Only",2591 Sq-Ft,4 BHK,Downtown Core,12.961575243294492,77.59546853485679
Premium 1 BHK in Riverside Estates,"₹ 2,558,857 /- Only",726 Sq-Ft,1 BHK,Riverside Estates,13.034199055533787,77.53034216709649
Premium 3 BHK in Downtown Core,"₹ 9,666,398 /- Only",1896 Sq-Ft,3 BHK,Downtown Core,12.974276382333642,77.59508562734761
Premium 2 BHK in Greenwood Valley,"₹ 4,428,225 /- Only",1315 Sq-Ft,2 BHK,Greenwood Valley,12.973570074157886,77.74793068628652
Premium 4 BHK in Riverside Estates,"₹ 9,395,199 /- Only",2775 Sq-Ft,4 BHK,Riverside Estates,13.039096021257723,77.5389076841815
Premium 1 BHK in Silicon Suburbs,"₹ 2,133,813 /- Only",643 Sq-Ft,1 BHK,Silicon Suburbs,12.916400327676241,77.61667188541632
Premium 4 BHK in Silicon Suburbs,"₹ 8,342,280 /- Only",2375 Sq-Ft,4 BHK,Silicon Suburbs,12.935639007059292,77.63052936556886
